rownames	cd14_sample1	cd14_sample2	cd4_sample1	cd4_sample2	cd14_sample3	cd14_sample4	cd14_sample5	cd14_sample6	cd4_sample3	cd4_sample4	cd4_sample5	cd4_sample6
ADGRL3	110	10	99	4	0	0	4	32	28	2	2	4
ADGRL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	68	38	28	1	0	0	6	0	15	8	12	20
ADGRV1	118	30	147	62	0	1	24	16	15	2	1	15
ADH1A	2	0	21	1	0	0	0	0	0	0	2	0
ADH1B	29	0	109	9	0	0	0	10	0	0	0	12
ADH1C	6	0	0	7	0	0	0	1	0	0	0	0
ADH4	7	3	22	4	0	0	1	0	1	2	0	6
ADH5	566	1,742	1,187	2,396	3,575	2,522	3,241	2,724	4,191	4,408	4,638	3,322
ADH6	93	0	63	0	0	0	1	0	0	0	0	8
ADH7	1	0	16	4	0	5	0	0	1	0	0	0
ADHFE1	436	806	459	663	460	919	2,247	926	1,218	509	1,510	920
ADI1	1,418	2,456	760	889	5,993	4,877	6,910	7,197	3,266	2,924	3,621	3,370
ADIG	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	1	2	18	2	0	0	40	0	20	1	2	1
ADIPOQ-AS1	0	2	25	1	0	0	11	2	17	0	3	13
ADIPOR1	5,293	4,888	1,089	1,975	25,248	17,349	12,431	13,809	4,575	5,273	5,105	3,746
ADIPOR2	472	510	306	498	1,135	835	778	624	430	447	244	355
ADIRF	2	1	0	0	0	0	3	7	2	5	1	7
ADK	1,216	394	1,046	1,552	1,663	6,087	4,130	2,995	2,368	2,744	2,466	2,980
ADM	375	741	39	0	4,125	2,472	465	1,044	4	0	1	37
ADM2	1	5	21	29	12	1	8	6	45	82	27	19
ADM5	0	0	76	3	1	7	0	3	16	30	53	41
ADNP	1,009	558	991	1,423	1,364	1,173	1,633	1,450	2,187	1,859	1,366	2,114
ADNP-AS1	0	6	14	2	0	30	53	0	4	46	37	34
ADNP2	165	908	247	486	407	222	354	393	559	584	480	753
ADO	178	100	167	52	838	650	720	629	373	276	293	108
ADORA1	0	0	0	0	0	27	0	12	0	9	0	0
ADORA2A	174	0	405	484	1,699	487	161	120	3,174	3,595	3,088	2,154
ADORA2A-AS1	10	1	16	12	25	0	4	2	17	9	25	27
ADORA2B	266	238	57	81	1,379	1,400	490	526	117	76	56	74
ADORA3	224	82	5	0	489	1,385	376	86	0	0	0	0
ADPGK	3,496	2,959	1,678	1,330	13,435	12,938	9,383	9,379	3,447	3,659	3,588	3,804
ADPGK-AS1	174	351	156	146	605	453	435	382	179	179	151	248
ADPRH	1,079	1,286	280	1	1,868	2,764	2,597	1,919	77	206	108	44
ADPRHL1	12	0	3	3	30	41	3	31	10	2	14	2
ADPRHL2	819	562	691	808	4,516	3,456	2,625	2,411	1,920	2,276	1,788	1,459
ADPRM	346	116	795	402	480	502	488	780	3,538	2,138	2,464	2,372
ADRA1A	39	6	75	7	1	0	36	1	4	1	10	6
ADRA1B	0	2	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	0	229	0	0	0	12	0	0	0	0	0	0
ADRA2B	0	0	44	0	0	0	0	0	1	0	0	0
ADRA2C	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	27	2	0	0	44	19	10	36	7	0	0	0
ADRB2	1,013	1,550	57	607	3,867	3,453	3,283	1,261	581	310	1,163	729
ADRB3	0	0	30	0	0	0	0	0	0	0	0	0
ADRBK1	2,551	2,805	1,677	1,946	7,342	4,508	14,027	3,880	2,723	1,180	2,661	3,774
ADRBK2	1,369	2,366	90	286	2,023	1,920	2,918	2,066	102	133	75	77
ADRM1	998	2,028	526	756	7,357	4,245	3,154	2,846	2,119	2,407	1,787	2,103
ADSL	851	1,139	866	1,882	4,918	4,125	2,978	3,573	4,536	5,199	4,233	5,001
ADSS	1,495	2,936	965	1,417	2,818	3,477	3,146	3,969	2,963	3,131	2,784	2,016
ADSSL1	0	0	0	0	107	41	113	86	68	97	55	45
ADTRP	23	0	771	1,672	15	7	31	0	6,260	1,872	1,145	1,786
AEBP1	0	0	28	16	1	2	0	50	160	249	180	255
AEBP2	601	335	1,035	442	1,070	743	1,086	1,625	1,774	1,636	1,556	1,994
AEN	29	32	1,176	1,414	1,057	433	223	318	5,540	5,521	1,648	2,013
AES	477	683	3,992	5,291	2,216	1,402	1,395	1,614	10,849	9,975	13,889	16,782
AFAP1	61	1	183	636	0	72	83	104	637	640	698	618
AFAP1-AS1	0	0	0	0	0	16	43	20	0	1	0	52
AFAP1L1	1	3	208	18	0	0	90	0	0	3	0	0
AFAP1L2	7	0	35	0	0	34	10	38	138	193	199	157
AFF1	1,036	952	1,521	1,312	830	1,499	1,115	2,063	2,280	1,774	1,493	1,613
AFF2	1	1	40	12	59	6	18	7	1	0	2	4
AFF3	22	8	196	173	20	25	119	176	366	232	308	293
AFF4	1,025	1,399	986	1,022	1,039	1,390	870	1,096	1,691	1,735	1,504	2,165
AFG3L1P	404	743	508	1,028	1,168	1,262	839	1,172	1,473	1,658	1,316	1,850
AFG3L2	1,215	884	832	971	3,162	2,546	3,053	3,130	2,875	2,622	2,359	2,194
AFM	2	0	8	0	0	0	0	0	0	0	1	0
AFMID	141	87	50	9	92	92	319	361	24	39	30	33
AFP	2	0	3	0	0	0	0	0	0	0	0	0
AFTPH	2,002	1,984	723	1,232	1,809	3,072	3,813	3,224	1,269	1,399	1,346	1,648
AGA	496	971	121	418	1,908	1,214	2,592	2,344	1,604	1,521	1,665	1,305
AGAP1	123	1	61	78	0	3	1	0	61	52	24	106
AGAP1-IT1	0	0	0	0	0	0	0	0	0	0	3	1
AGAP11	1	5	35	20	4	14	11	9	14	7	19	19
AGAP2	105	36	185	323	213	236	108	93	611	623	456	623
AGAP2-AS1	2	20	3	12	7	17	14	5	6	15	8	12
AGAP3	284	876	52	109	308	554	674	1,241	215	140	377	626
AGAP4	120	118	234	121	147	129	193	309	202	249	412	435
AGAP5	90	162	209	155	108	191	174	152	251	165	272	394
AGAP6	398	130	300	591	527	688	437	708	1,201	1,104	631	1,153
AGAP7P	23	50	72	124	67	85	40	79	207	186	240	304
AGAP9	0	24	5	9	17	16	16	20	46	17	12	43
AGBL1	7	0	1	2	0	0	0	0	0	0	0	0
AGBL1-AS1	4	0	1	1	0	0	0	0	0	0	0	0
AGBL2	1	210	103	181	20	6	66	36	379	229	348	366
AGBL3	19	5	41	29	8	1	11	13	59	29	11	22
AGBL4	9	2	0	2	0	1	0	0	0	0	0	0
AGBL4-IT1	1	0	0	0	0	0	0	0	0	0	0	0
AGBL5	51	526	115	71	403	457	356	805	1,025	792	676	836
AGBL5-AS1	0	0	0	0	0	0	0	0	0	0	0	2
AGER	242	197	189	238	337	206	220	220	420	260	296	420
AGFG1	4,410	4,203	1,619	625	12,707	6,932	5,406	2,270	2,113	707	1,607	1,613
AGFG2	94	127	709	968	124	95	53	64	1,095	1,213	1,133	1,317
AGGF1	1,604	1,672	1,426	1,343	1,817	2,867	2,289	2,552	2,695	2,366	2,746	1,403
AGK	154	1,081	761	533	781	739	999	956	1,979	1,937	1,748	1,974
AGL	224	190	811	1,010	164	599	546	510	1,435	1,788	1,959	1,766
AGMAT	9	42	84	123	7	14	24	23	215	467	469	230
AGMO	55	5	5	3	0	0	1	1	0	0	1	3
AGO1	1,453	2,211	744	268	2,539	2,861	3,196	2,289	1,747	1,448	1,654	1,197
AGO2	183	502	207	456	499	350	710	338	246	100	227	505
AGO3	214	370	514	283	469	714	173	458	309	656	464	598
AGO4	3,905	4,244	1,240	1,146	7,753	6,193	6,741	5,946	1,074	925	1,412	1,791
AGPAT1	609	206	426	355	918	947	1,168	1,169	650	903	875	736
AGPAT2	1,546	2,396	275	327	19,095	7,717	3,687	4,656	558	480	499	664
AGPAT3	919	912	665	865	2,621	2,393	2,502	2,022	1,187	768	1,536	1,527
AGPAT4	515	435	103	272	465	768	1,138	1,213	267	370	372	564
AGPAT4-IT1	426	220	326	302	297	224	456	219	99	131	212	318
AGPAT5	284	733	663	953	206	433	943	1,332	1,719	1,592	1,601	776
AGPAT6	1,871	688	996	1,726	5,397	5,190	3,481	3,041	2,836	3,228	3,293	3,591
AGPAT9	1,382	2,232	81	488	3,836	4,660	3,390	3,322	255	388	272	403
AGPS	1,242	1,539	1,205	1,222	2,665	2,970	3,334	4,754	2,048	2,139	1,551	1,350
AGR2	0	0	1	5	0	0	0	0	0	0	0	0
AGR3	0	0	4	1	0	0	0	0	0	0	0	0
AGRN	4	1	0	110	29	2	19	7	8	0	5	5
AGRP	0	0	5	4	18	26	1	8	7	4	5	8
AGT	5	5	0	3	0	0	9	0	5	0	0	0
AGTPBP1	5,832	6,501	1,991	1,387	7,233	9,466	9,230	9,841	2,901	2,588	2,844	2,140
AGTR1	0	0	48	0	0	0	5	0	0	0	0	0
AGTR2	0	27	0	0	0	0	0	0	0	0	0	0
AGTRAP	5,824	7,648	159	692	33,980	19,037	17,539	19,922	1,122	892	1,332	1,902
AGXT	1	0	0	0	0	0	0	0	0	0	0	0
AGXT2	2	0	5	0	0	0	0	0	0	0	0	0
AHCTF1	921	826	1,815	2,428	1,172	1,655	2,014	1,712	5,105	4,676	4,559	4,391
AHCTF1P1	106	96	297	37	1	6	9	3	15	15	13	19
AHCY	551	98	541	310	2,113	2,368	1,617	2,128	1,348	1,219	987	791
AHCYL1	2,115	2,339	1,351	867	4,208	4,736	3,571	4,375	2,088	1,813	2,442	1,834
AHCYL2	543	58	56	996	616	1,343	1,309	1,876	661	1,122	1,186	1,355
AHDC1	5	9	16	79	8	11	36	29	52	52	39	60
AHI1	92	109	649	291	34	176	411	100	706	800	391	326
AHNAK	9,786	13,137	5,280	8,746	9,262	15,357	14,952	16,153	8,292	7,858	13,470	14,813
AHNAK2	8	0	5	0	0	0	20	3	8	0	0	0
AHR	4,150	5,851	1,301	1,759	3,829	6,689	5,662	7,392	1,622	1,807	1,443	1,143
AHRR	0	0	47	0	46	3	0	14	12	12	0	7
AHSA1	715	1,375	822	1,181	3,253	3,192	2,781	3,009	2,221	3,193	3,123	2,486
AHSA2	755	1,257	1,222	1,945	684	1,333	2,527	2,282	2,646	1,730	3,817	5,219
AHSG	9	5	9	5	0	0	0	7	0	0	0	2
AHSP	0	0	0	1	0	0	0	0	0	0	0	0
AICDA	40	1	18	6	3	3	6	0	11	2	7	34
AIDA	659	620	1,023	913	609	778	1,016	760	1,206	1,371	1,373	1,550
AIF1	10,989	13,120	167	255	61,827	49,453	41,851	45,176	658	636	613	610
AIF1L	47	0	43	0	0	0	11	0	15	0	0	7
AIFM1	295	1,165	202	119	1,301	2,250	1,961	2,108	1,495	1,601	1,295	1,062
AIFM2	20	435	109	343	329	166	55	126	282	456	183	319
AIFM3	75	4	0	11	145	164	384	293	1	1	1	60
AIG1	94	203	154	263	313	300	402	427	785	482	790	633
AIM1	2,571	3,728	3,189	2,677	3,701	7,727	3,469	4,174	6,202	5,192	4,479	5,212
AIM1L	6	2	93	58	1	11	4	2	44	51	180	210
AIM2	257	17	3	91	75	423	571	314	137	281	167	140
AIMP1	1,120	1,690	846	964	2,113	2,478	3,037	3,108	3,560	2,587	2,639	2,687
AIMP2	129	289	57	287	1,870	1,246	859	752	668	624	358	230
AIP	1,400	1,979	740	1,367	5,027	4,506	4,045	3,853	4,621	5,291	5,682	5,060
AIPL1	20	2	1	7	16	1	1	1	1	3	13	9
AIRE	2	1	0	0	0	0	0	0	2	29	20	16
AIRN	83	2	22	8	12	23	35	0	5	0	0	4
AJAP1	15	0	0	0	0	0	0	0	27	1	0	40
AJUBA	0	1	1	0	0	0	0	5	44	81	85	40
AK1	12	7	484	166	32	16	23	55	205	183	374	688
AK2	3,701	4,287	2,273	2,504	11,812	11,576	8,643	11,381	6,361	7,330	5,938	5,082
AK3	626	637	858	613	1,368	1,084	1,207	2,126	2,634	2,597	2,252	1,909
AK4	634	398	762	65	699	633	1,116	666	59	78	44	90
AK5	7	1	1,276	204	0	3	4	88	808	1,420	2,508	2,570
AK6	377	636	254	357	1,737	1,542	1,045	1,202	1,285	1,657	1,419	1,125
AK7	20	2	35	18	3	1	13	0	17	10	21	0
AK8	0	0	0	0	0	0	0	0	1	0	0	0
AK9	84	69	331	238	303	396	282	357	698	704	744	842
AKAP1	247	1	938	1,027	610	861	818	907	2,314	2,788	1,775	1,770
AKAP10	2,009	2,267	1,270	1,976	1,938	4,312	4,677	3,259	3,046	2,563	2,222	2,676
AKAP11	212	238	574	561	383	280	323	541	786	713	761	1,024
AKAP12	129	18	70	145	24	15	29	26	56	9	63	128
AKAP13	10,438	10,704	5,310	7,051	14,670	18,416	13,471	15,538	13,500	13,021	12,076	14,582
AKAP14	0	5	0	0	18	0	0	0	1	1	2	1
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0
AKAP2	80	0	535	349	36	173	33	289	686	1,236	1,006	786
AKAP3	1	0	99	2	0	11	49	10	69	169	53	80
AKAP4	0	0	14	8	3	0	11	0	11	0	0	0
AKAP5	9	9	182	63	3	36	175	34	54	111	23	88
AKAP6	66	46	199	7	0	1	0	0	158	81	31	47
AKAP7	163	318	319	135	203	200	532	713	644	507	851	941
AKAP8	869	522	1,106	1,408	2,572	2,693	1,708	1,730	2,883	2,808	2,511	3,033
AKAP8L	1,824	1,342	1,800	1,973	3,044	2,900	3,411	3,759	3,990	3,201	3,923	5,762
AKAP9	4,509	5,210	6,266	6,270	2,991	4,357	7,123	5,365	5,831	6,298	6,822	8,039
AKIP1	275	291	178	119	854	805	853	906	327	395	578	496
AKIRIN1	1,995	1,830	1,351	1,379	4,478	4,561	2,998	4,341	4,897	5,267	5,698	4,372
AKIRIN2	1,158	2,220	590	717	6,099	5,071	3,465	4,218	1,296	1,445	1,563	1,715
AKNA	1,258	898	1,727	2,554	2,929	2,111	1,862	1,804	2,837	3,010	2,824	3,969
AKNAD1	34	3	58	3	0	0	15	0	0	0	0	7
AKR1A1	1,565	2,153	734	725	5,722	6,579	7,504	7,166	1,902	2,363	2,413	2,447
AKR1B1	279	828	903	1,778	3,890	2,204	2,840	3,438	4,230	3,919	4,066	3,850
AKR1B10	1	2	1	5	0	0	1	0	0	2	2	1
AKR1B15	0	0	17	0	0	0	0	0	0	0	0	1
AKR1C1	1	1	19	67	0	1	35	0	41	30	21	12
AKR1C2	13	8	14	0	0	0	3	0	15	5	2	0
AKR1C3	51	3	5	50	30	87	235	107	107	91	271	123
AKR1C4	1	0	3	3	0	0	0	0	0	0	0	1
AKR1C6P	0	1	1	1	0	0	0	0	2	12	13	13
AKR1C8P	2	0	17	32	0	0	24	3	1	0	0	15
AKR1D1	8	7	97	7	0	11	10	0	18	2	3	21
AKR1E2	13	0	17	41	1	1	20	6	89	89	34	46
AKR7A2	1,123	1,185	983	1,439	3,419	2,481	3,705	3,387	1,600	2,163	1,900	2,026
AKR7A2P1	0	104	0	10	0	0	0	0	3	0	0	18
AKR7A3	0	0	4	42	0	14	9	0	35	18	8	10
AKR7L	4	1	8	1	11	11	0	0	19	7	2	30
AKT1	867	829	673	314	1,554	1,291	5,029	1,568	640	667	485	1,276
AKT1S1	131	131	25	133	402	231	389	275	95	129	110	85
AKT2	104	146	169	124	643	212	245	335	577	648	560	752
AKT3	167	101	891	160	186	354	438	922	899	883	891	895
AKTIP	583	444	1,959	2,400	2,241	1,711	1,047	1,327	4,893	5,770	6,521	4,904
ALAD	1,429	1,825	1,044	1,010	1,404	2,930	2,672	2,969	1,449	2,414	1,675	2,510
ALAS1	909	829	88	436	3,281	3,477	3,495	3,155	1,335	2,132	1,629	1,018
ALAS2	0	0	0	0	0	0	0	0	0	0	0	0
ALB	94	49	17	165	0	0	0	0	14	10	5	22
ALCAM	1,530	2,333	278	122	2,932	3,260	2,179	3,083	424	117	635	566
ALDH16A1	374	590	358	732	1,893	1,337	1,569	1,375	730	944	681	1,074
ALDH18A1	256	2	860	1,393	227	683	316	668	3,212	3,848	2,833	2,651
ALDH1A1	1,830	470	26	0	599	438	7,375	10,475	1	0	6	10
ALDH1A2	22	5	10	0	5	0	8	0	0	0	0	0
ALDH1A3	15	6	0	0	16	2	59	13	13	0	0	0
ALDH1B1	0	2	0	214	215	158	202	144	653	588	493	258
ALDH1L1	2	1	3	0	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	0	1	0
ALDH1L1-AS2	31	1	30	0	0	0	3	0	0	0	6	0
ALDH1L2	29	10	96	67	3	73	139	1	2	3	25	20
ALDH2	14,984	11,597	158	112	32,188	46,946	32,232	32,347	68	101	108	93
ALDH3A1	0	0	0	0	0	10	0	0	0	0	0	0
ALDH3A2	1,467	885	647	632	2,164	3,469	3,290	4,007	1,851	2,228	2,197	1,693
ALDH3B1	1,557	1,327	3	9	12,820	8,162	5,077	6,878	66	2	29	26
ALDH3B2	0	2	0	7	0	0	0	0	0	0	0	0
ALDH4A1	212	279	53	88	1,867	1,033	384	473	307	115	94	98
ALDH5A1	7	13	234	245	4	45	1	7	1,092	1,080	921	696
ALDH6A1	264	545	714	234	761	643	731	879	808	1,309	1,089	1,057
ALDH7A1	37	7	50	1	0	0	46	50	81	56	65	76
ALDH8A1	19	5	66	23	1	5	25	0	41	83	16	68
ALDH9A1	2,281	2,013	1,253	2,233	4,326	4,743	3,426	4,612	4,206	3,777	3,859	3,532
ALDOA	22,569	26,865	5,172	10,383	200,589	106,520	69,544	74,504	31,492	32,776	27,835	24,294
ALDOB	5	0	17	1	0	0	1	6	0	0	0	1
ALDOC	66	0	212	993	832	407	356	397	1,616	1,696	1,583	1,324
ALG1	509	439	349	547	1,004	1,269	1,376	1,284	1,183	1,399	1,179	1,232
ALG10	79	24	189	13	225	112	90	82	60	244	255	104
ALG10B	140	469	411	356	147	159	177	196	274	300	356	299
ALG11	383	282	569	560	836	630	718	877	1,068	1,064	955	837
ALG12	340	846	331	1,056	1,197	1,194	771	1,198	1,630	1,530	1,569	1,769
ALG13	326	1,189	415	409	1,776	1,477	1,552	1,269	1,198	1,029	985	904
ALG14	232	0	236	0	1,358	662	214	436	352	335	164	219
ALG1L	4	0	4	1	0	3	0	0	4	9	15	6
ALG1L2	1	30	0	9	3	3	5	3	11	5	7	6
ALG1L9P	60	2	57	56	0	10	3	3	44	51	30	48
ALG2	683	1,139	605	443	2,023	2,362	1,478	1,255	1,740	2,506	1,824	1,348
ALG3	908	846	718	1,195	4,783	3,573	2,068	3,267	2,742	2,922	1,874	1,753
ALG5	693	386	549	680	2,554	1,632	1,779	1,999	1,667	1,483	1,378	1,246
ALG6	622	751	535	562	1,054	1,648	1,934	2,021	1,637	1,867	1,915	1,224
ALG8	401	795	535	803	1,510	2,098	1,658	1,583	1,480	1,907	1,175	1,344
ALG9	346	81	491	627	374	598	540	285	1,084	1,131	786	948
ALK	12	0	3	0	0	0	0	0	0	0	2	0
ALKBH1	203	606	477	175	584	1,271	887	822	736	885	862	711
ALKBH2	75	163	83	327	288	134	178	248	1,229	627	607	599
ALKBH3	243	94	360	141	980	871	857	984	1,258	1,207	883	939
ALKBH3-AS1	11	0	12	4	0	0	24	0	15	1	0	5
ALKBH4	262	263	128	310	1,276	605	551	644	615	526	444	450
ALKBH5	1,448	2,050	1,358	1,607	6,962	4,065	4,570	4,795	4,374	4,529	4,664	5,042
ALKBH6	204	261	354	612	802	581	513	567	928	723	799	979
ALKBH7	134	292	319	568	3,215	932	1,787	1,363	1,121	1,349	1,080	1,023
ALKBH8	109	300	526	534	250	461	428	473	1,067	937	689	622
ALLC	0	0	1	0	0	0	0	0	0	0	0	0
ALMS1	395	912	866	1,421	112	480	492	456	1,535	1,849	1,281	1,260
ALMS1-IT1	4	2	56	26	37	16	1	19	2	7	8	16
ALMS1P	22	0	28	14	0	0	9	0	5	5	0	9
ALOX12	162	2	9	12	81	298	207	181	35	94	27	35
ALOX12-AS1	20	2	8	16	44	74	44	26	32	67	102	55
ALOX12B	0	0	0	3	0	0	1	0	29	2	23	14
ALOX12P2	7	4	9	136	0	7	5	0	10	13	2	46
ALOX15	1	2	27	6	0	0	56	8	1	0	0	0
ALOX15B	1	0	18	0	980	1,346	306	296	10	0	0	0
ALOX15P1	0	0	30	7	0	0	0	0	20	8	17	19
ALOX5	8,743	11,905	240	390	39,617	25,479	22,110	25,777	330	1,047	329	460
ALOX5AP	3,257	3,483	1,381	1,431	48,573	29,828	10,251	6,023	4,432	4,004	5,858	5,938
ALOXE3	0	0	0	1	0	0	0	0	78	44	34	22
ALPI	0	0	5	0	0	0	0	0	0	0	0	0
ALPK1	894	995	510	483	1,661	1,752	1,737	1,339	1,044	774	518	1,112
ALPK2	57	0	120	1	0	0	41	34	29	2	1	49
ALPK3	8	0	6	158	0	18	3	0	13	0	0	3
ALPL	0	0	0	0	279	0	0	8	0	0	1	0
ALPP	0	1	0	2	3	0	0	0	0	0	0	0
ALPPL2	0	1	0	0	0	0	1	0	0	0	0	0
ALS2	582	663	680	270	305	779	794	781	571	665	546	603
ALS2CL	214	30	501	622	248	120	354	145	2,029	1,030	2,317	2,578
ALS2CR11	105	0	62	13	0	1	45	13	24	44	31	24
ALS2CR12	18	1	13	24	7	27	46	42	52	115	75	101
ALX1	9	14	10	2	0	0	0	0	0	0	0	0
ALX3	11	0	0	1	0	0	3	6	7	9	7	7
ALX4	0	103	3	0	0	1	0	0	0	0	0	0
ALYREF	409	243	172	215	998	699	1,786	384	528	122	518	743
AMACR	104	129	76	313	26	311	473	233	287	445	358	344
AMBN	23	2	9	0	0	0	4	0	0	0	0	0
AMBP	10	9	0	10	0	0	0	0	0	0	0	0
AMBRA1	258	648	1,090	605	896	623	821	816	789	1,162	834	1,328
AMD1	1,157	2,896	1,327	1,218	2,196	4,743	3,882	4,793	4,112	3,781	3,477	2,661
AMDHD1	26	400	23	0	53	102	49	394	57	90	27	50
AMDHD2	76	113	140	565	252	151	277	392	524	583	857	788
AMELX	0	0	0	0	0	0	0	0	0	0	0	0
AMELY	6	0	0	0	0	0	0	0	0	0	0	0
AMER1	1	0	0	0	3	0	0	46	22	26	56	17
AMER2	64	130	283	7	52	0	3	0	22	0	19	35
AMER3	34	0	0	1	0	0	0	0	1	20	0	1
AMFR	1,524	3,033	721	482	3,297	2,011	4,370	1,209	3,337	480	1,950	1,720
AMH	0	0	6	54	7	0	0	0	8	0	4	0
AMHR2	4	5	0	0	0	0	0	0	0	0	0	0
AMICA1	16,669	20,728	2,141	2,570	30,625	42,107	45,481	54,126	3,892	6,384	8,010	6,882
AMIGO1	0	0	647	239	3	14	0	0	1,529	1,799	1,282	1,192
AMIGO2	25	0	1,645	1,218	115	335	0	132	2,409	2,265	2,337	2,856
AMIGO3	36	48	70	291	122	58	56	63	168	133	102	165
AMMECR1	387	1,032	770	836	415	687	212	580	977	1,204	1,143	1,036
AMMECR1L	376	629	671	638	768	1,037	909	820	1,056	955	758	635
AMN	0	0	0	82	1	0	0	0	66	21	38	32
AMN1	110	702	873	361	235	334	619	386	841	757	1,153	908
AMOT	0	0	105	4	0	6	4	66	69	54	148	93
AMOTL1	168	197	26	14	70	86	516	88	34	1	3	32
AMOTL2	33	0	4	0	0	0	0	0	0	0	0	14
AMPD1	4	0	5	0	0	0	0	0	0	0	2	2
AMPD2	2,993	2,808	731	820	6,505	7,019	6,164	7,321	2,893	2,519	3,255	3,570
AMPD3	741	3,128	494	825	1,572	2,817	1,572	1,515	948	976	1,477	1,494
AMPH	306	408	291	60	819	1,097	20	110	150	58	190	90
AMT	242	1	393	718	297	165	195	495	783	492	792	966
AMTN	0	0	1	3	0	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0	0	0
AMY2A	9	2	4	3	0	0	0	0	2	2	1	0
AMY2B	326	1,084	463	1,323	2,064	928	996	921	3,239	1,420	1,612	1,812
AMZ1	40	0	1	0	17	16	0	0	0	0	30	21
AMZ2	971	731	981	938	3,356	2,202	2,970	2,580	5,166	4,357	5,132	4,811
AMZ2P1	263	254	221	293	1,085	896	862	759	866	399	598	629
ANAPC1	227	1,311	1,302	1,613	263	1,163	1,016	1,303	4,170	4,294	3,954	2,863
ANAPC10	188	220	167	202	624	563	744	589	759	702	668	647
ANAPC11	1,262	2,126	260	635	8,294	4,781	4,642	4,467	1,239	1,421	1,852	1,675
ANAPC13	1,258	555	509	983	4,149	4,245	4,074	4,749	2,865	3,671	3,040	2,415
ANAPC15	476	694	346	547	7,720	5,275	2,495	3,579	1,448	1,487	1,159	1,243
ANAPC16	1,988	1,323	3,021	3,398	9,311	6,662	6,407	6,960	9,529	11,857	8,618	10,247
ANAPC1P1	1	2	1	3	0	0	1	0	1	0	1	4
ANAPC2	188	190	239	348	521	208	331	311	477	423	320	576
ANAPC4	1,363	1,547	1,155	1,385	1,153	1,472	2,517	2,955	2,649	2,632	3,296	3,217
ANAPC5	3,505	5,165	3,514	5,360	7,333	9,256	7,852	10,642	10,277	12,199	10,110	11,397
ANAPC7	761	385	658	710	1,792	1,755	1,654	1,985	2,051	3,076	2,299	2,471
ANG	468	114	0	6	677	1,273	713	931	15	24	20	8
ANGEL1	551	558	654	941	789	706	1,157	1,290	1,962	2,009	1,977	1,948
ANGEL2	1,122	1,160	974	1,501	1,332	1,911	1,326	1,974	2,384	2,577	2,381	1,773
ANGPT1	299	239	9	20	7	8	94	203	0	0	15	0
ANGPT2	124	104	183	29	16	34	9	6	94	39	30	102
ANGPT4	5	0	0	0	0	0	0	5	0	0	0	0
ANGPTL1	44	1	1	18	0	3	0	10	10	7	12	6
ANGPTL2	41	0	13	3	0	2	40	0	0	0	5	0
ANGPTL3	13	0	39	1	0	0	0	8	0	0	2	13
ANGPTL4	0	2	5	0	0	0	0	0	5	0	0	4
ANGPTL5	26	0	30	0	0	0	1	0	1	0	0	3
ANGPTL6	96	249	145	257	435	339	392	505	474	741	612	862
ANGPTL7	0	0	39	0	7	0	0	0	0	2	1	0
ANHX	8	0	4	0	0	0	0	0	0	0	0	0
ANK1	9	2	56	34	4	112	60	104	240	378	226	266
ANK2	20	3	540	58	0	0	39	0	0	0	5	10
ANK3	80	335	2,223	2,369	46	42	139	17	3,507	4,357	1,242	1,855
ANKAR	84	14	252	54	33	38	209	123	318	252	270	183
ANKDD1A	121	87	72	108	270	311	85	87	149	126	59	70
ANKDD1B	15	0	89	18	0	9	58	2	26	5	21	11
ANKEF1	172	5	191	88	4	19	28	183	738	704	899	709
ANKFN1	10	9	18	7	0	0	0	0	3	0	0	5
ANKFY1	2,942	3,279	2,962	2,690	3,311	5,787	3,440	4,985	3,992	5,396	4,193	4,277
ANKH	147	17	1,167	1,948	291	432	182	651	3,208	1,748	2,924	3,481
ANKHD1	4,426	5,886	7,734	5,203	5,628	7,461	5,577	7,607	12,228	9,069	8,715	11,123
ANKHD1-EIF4EBP3	329	1,141	458	2,610	240	1,578	1,168	1,623	839	1,565	2,613	1,266
ANKIB1	313	931	685	750	538	918	372	1,036	1,003	1,090	1,384	1,242
ANKK1	0	0	28	0	0	0	3	0	24	35	53	104
ANKLE1	124	55	13	14	287	252	488	256	17	133	74	22
ANKLE2	1,460	2,424	1,707	3,149	5,544	4,537	2,907	3,368	5,559	3,899	4,944	6,132
ANKMY1	77	403	173	738	211	316	277	244	832	640	477	664
ANKMY2	314	589	633	593	407	633	759	774	771	849	1,141	938
ANKRA2	588	681	1,027	665	942	886	874	1,252	1,578	1,647	1,518	1,917
ANKRD1	19	0	34	3	0	9	0	0	4	0	0	12
ANKRD10	2,098	3,661	3,486	3,081	2,518	3,749	3,916	4,994	6,474	5,356	4,614	4,289
